doe_building_type,confidence,justification,key
FullServiceRestaurant,0.9,Soul food is a type of full service restaurant.,soul_food
OtherCommercial,0.6,"Supernatural reading is a niche commercial activity, likely in a retail or commercial space.",supernatural_reading
FullServiceRestaurant,0.9,European restaurant is a full-service restaurant.,european_restaurant
OtherCommercial,0.7,Park and rides are transportation-related facilities without a specific DOE type.,park_and_rides
OtherCommercial,0.6,"Motorcycle rentals are rental services, fitting other commercial.",motorcycle_rentals
SmallOffice,0.8,Dental laboratories are specialized small office or industrial spaces.,dental_laboratories
SmallOffice,0.75,Photographer operates typically in a small office or studio.,photographer
OtherCommercial,0.7,"Sailing area is an outdoor recreational facility, best categorized as OtherCommercial.",sailing_area
SecondarySchool,0.7,"A civil examinations academy is an educational institution, likely secondary school level.",civil_examinations_academy
OtherIndustrial,0.8,Public utility companies typically involve industrial or infrastructure-related operations.,public_utility_company
OtherCommercial,0.7,Product design is a commercial office activity.,product_design
QuickServiceRestaurant,0.8,Pop up restaurant is typically quick service or temporary food service.,pop_up_restaurant
Warehouse,0.7,Stocking implies storage or warehouse operations.,stocking
OtherCommercial,0.3,Ruin is not a functioning building; assigned OtherCommercial with low confidence.,ruin
OtherCommercial,0.75,Bus stations are transportation hubs not specifically covered by DOE building types.,bus_station
FullServiceRestaurant,0.8,A beer garden is a type of full-service restaurant or bar.,beer_garden
OtherCommercial,0.6,"Educational services is broad; if not a school, best mapped to OtherCommercial.",educational_services
OtherCommercial,0.6,"Airlines operate in various facilities; no direct DOE building type matches, so other commercial is best fit.",airlines
OtherCommercial,0.7,Social club is a commercial social facility.,social_club
OtherCommercial,0.5,"Waterfall is a natural feature, no building type applies; assigned OtherCommercial as default.",waterfall
SmallOffice,0.7,Piercing services are small personal service offices.,piercing
OtherCommercial,0.6,"Trail is an outdoor recreational facility, not fitting typical building types, so OtherCommercial is closest.",trail
OtherIndustrial,0.8,Agricultural engineering service is an industrial or technical service.,agricultural_engineering_service
Warehouse,0.7,"Propane suppliers store and distribute fuel, fitting warehouse classification.",propane_supplier
OtherCommercial,0.8,"Elevator service is a commercial service business, best categorized as other commercial.",elevator_service
OutPatient,0.85,Medical spa provides outpatient medical and wellness services.,medical_spa
OtherIndustrial,0.85,Plastic fabrication company is an industrial manufacturing facility.,plastic_fabrication_company
SmallOffice,0.7,Sugaring (hair removal) is a personal care service likely in a small office or salon setting.,sugaring
LargeOffice,0.8,Stock and bond brokers typically operate in large office environments.,stock_and_bond_brokers
StripMall,0.9,Do it yourself stores are often located in strip malls.,do_it_yourself_store
OtherIndustrial,0.7,"B2B farms involve agricultural production, classified as industrial.",b2b_farms
OtherCommercial,0.6,Transport interchange is a commercial facility not fitting other categories.,transport_interchange
OtherCommercial,0.8,Balloon services are a niche commercial service without a direct DOE building type.,balloon_services
Warehouse,0.85,B2B machinery and tools involves storage and distribution.,b2b_machinery_and_tools
OtherIndustrial,0.8,Engraving is a manufacturing or industrial process.,engraving
OtherCommercial,0.6,"Seaplane bases are specialized transportation facilities, best mapped to OtherCommercial.",seaplane_bases
OtherCommercial,0.6,"Amateur sports team activities may be in various facilities; no direct DOE type matches, so OtherCommercial is chosen.",amateur_sports_team
OtherCommercial,0.7,Massage therapy is a commercial service not fitting other categories.,massage_therapy
OtherIndustrial,0.7,Awning supplier likely involves manufacturing or industrial activities.,awning_supplier
StandaloneRetail,0.8,Specialty foods likely sold in retail stores.,specialty_foods
StandaloneRetail,0.8,Sporting goods stores are retail establishments.,sporting_goods
StandaloneRetail,0.8,Health food store is a retail establishment.,health_food_store
SmallOffice,0.7,Automation services are office-based professional services.,automation_services
OtherCommercial,0.7,Bowling alley is a recreational facility best categorized as OtherCommercial.,bowling_alley
OtherIndustrial,0.8,Pharmaceutical companies involve industrial processes and manufacturing.,pharmaceutical_companies
OtherCommercial,0.8,"Anglican church is a place of worship, best categorized as OtherCommercial due to lack of a religious building type.",anglican_church
OtherIndustrial,0.7,A dam is infrastructure related to industrial or utility functions.,dam
OtherIndustrial,0.9,"Furniture manufacturing is an industrial activity, fitting OtherIndustrial.",furniture_manufacturers
OtherIndustrial,0.6,"Orchard is agricultural, which is not in DOE types, closest is OtherIndustrial.",orchard
SmallOffice,0.9,"Real estate law is a professional office service, fitting SmallOffice.",real_estate_law
OtherCommercial,0.6,Soccer fields are recreational facilities not covered by DOE building types.,soccer_field
OtherCommercial,0.7,Ticket sales is a commercial retail or service activity.,ticket_sales
OtherCommercial,0.5,Public restrooms are facilities but not a DOE building type.,public_restrooms
SmallOffice,0.7,"Sewing and alterations are small professional or retail services, fitting small office.",sewing_and_alterations
OtherCommercial,0.6,Drive-in theater is a commercial entertainment facility.,drive_in_theater
StandaloneRetail,0.8,"Liquor store is a retail establishment, fitting StandaloneRetail.",liquor_store
SmallOffice,0.8,Consultant and general service is office-based.,consultant_and_general_service
OtherIndustrial,0.8,Powder coating service is an industrial process.,powder_coating_service
StandaloneRetail,0.9,"An Indian grocery store is a retail establishment selling food products, fitting the StandaloneRetail category.",indian_grocery_store
SmallOffice,0.7,"Geneticist is a medical office, likely small office.",geneticist
OutPatient,0.7,"Nutritionist is a health service provider, fitting OutPatient.",nutritionist
OutPatient,0.85,Gerontologist is a medical specialty typically outpatient.,gerontologist
OtherCommercial,0.8,"Coffee and tea supplies business is commercial retail or wholesale, fitting OtherCommercial.",coffee_and_tea_supplies
OtherCommercial,0.7,"Miniature golf course is a recreational facility, best mapped to OtherCommercial.",miniature_golf_course
OtherCommercial,0.6,Kitchen incubator is a commercial food production support facility.,kitchen_incubator
SmallOffice,0.7,"Publicity service is office-based commercial service, SmallOffice fits.",publicity_service
OutPatient,0.9,Laser eye surgery (LASIK) is an outpatient medical procedure.,laser_eye_surgery_lasik
OtherCommercial,0.7,"Home service is a general service category, best categorized as OtherCommercial.",home_service
OtherIndustrial,0.9,Cotton mill is an industrial manufacturing facility.,cotton_mill
OtherCommercial,0.7,RV parks are commercial lodging or recreational facilities not specifically listed; OtherCommercial fits best.,rv_park
SmallOffice,0.7,"Gents tailor is a small service business, fitting small office.",gents_tailor
StandaloneRetail,0.8,Flowers and gifts shop is a retail store.,flowers_and_gifts_shop
OtherIndustrial,0.7,"Safety equipment likely involves manufacturing or industrial supply, fitting OtherIndustrial.",safety_equipment
OtherCommercial,0.6,Goldsmiths are specialized retail or craft services without a specific DOE type.,goldsmith
OtherCommercial,0.6,"Festival is an event, not a building type, assigned to OtherCommercial.",festival
FullServiceRestaurant,0.95,Japanese restaurant is a full-service dining establishment.,japanese_restaurant
OtherCommercial,0.75,Pets as a program is ambiguous but likely commercial pet services or retail.,pets
OtherCommercial,0.7,"Stadiums and arenas are large public venues, best mapped to OtherCommercial.",stadium_arena
OtherCommercial,0.7,Train station is a transportation facility without a specific DOE building type.,train_station
StandaloneRetail,0.9,Boutique is a retail store.,boutique
OtherIndustrial,0.85,"Packing services are industrial/commercial operations, fitting OtherIndustrial.",packing_services
Hospital,0.9,Emergency medicine is typically provided in hospitals.,emergency_medicine
StandaloneRetail,0.7,"Ceremonial clothing is a retail store, fitting StandaloneRetail.",ceremonial_clothing
OtherCommercial,0.6,"Hockey field is a sports facility, no direct DOE type; OtherCommercial as general.",hockey_field
OtherCommercial,0.7,"Foster care services are social services, fitting other commercial.",foster_care_services
FullServiceRestaurant,0.9,Uzbek restaurants are full service dining establishments.,uzbek_restaurant
OtherCommercial,0.8,"Snowboarding center is a recreational facility, not fitting other specific DOE types.",snowboarding_center
OtherCommercial,0.7,Rental service is a commercial activity that can vary widely in building type.,rental_service
OtherCommercial,0.7,Golf courses are recreational facilities outside standard DOE building types.,golf_course
OtherCommercial,0.5,Mountain is not a building type; assigned OtherCommercial by default.,mountain
SmallOffice,0.85,Legal services are office-based.,legal_services
Warehouse,0.7,"Aluminum supplier likely involves storage and distribution, fitting warehouse.",aluminum_supplier
StandaloneRetail,0.9,"Newspaper and magazines store is a retail establishment, best matched to StandaloneRetail.",newspaper_and_magazines_store
SuperMarket,0.85,Mexican grocery store fits supermarket category.,mexican_grocery_store
FullServiceRestaurant,0.9,Burmese restaurant is a full-service restaurant.,burmese_restaurant
FullServiceRestaurant,0.9,Gastropub is a full service restaurant with bar and food service.,gastropub
LargeOffice,0.9,Energy company likely operates in a large office setting.,energy_company
OtherCommercial,0.6,"Memorial park is an outdoor space, not a building, so OtherCommercial as closest.",memorial_park
Warehouse,0.8,"Automotive storage facility is a storage use, fitting Warehouse.",automotive_storage_facility
OtherCommercial,0.6,"Sophrologist is a specialized health/wellness service, best mapped to OtherCommercial.",sophrologist
StandaloneRetail,0.9,Comic books store is a retail store.,comic_books_store
OtherCommercial,0.65,Taekwondo club is a recreational facility not specifically listed; OtherCommercial is closest.,taekwondo_club
SmallOffice,0.8,Home security services are typically managed from small office settings.,home_security
Hospital,1.0,Direct match to hospital.,hospital
OtherIndustrial,0.8,sandblasting_service is an industrial service.,sandblasting_service
OtherCommercial,0.6,"Home developer is a commercial business, no specific DOE building type.",home_developer
StandaloneRetail,0.8,"Sleepwear is a retail product, likely sold in retail stores.",sleepwear
OutPatient,0.9,Blood and plasma donation centers are outpatient medical facilities.,blood_and_plasma_donation_center
OtherCommercial,0.6,"Mountain huts are lodging but not typical hotels, mapped to OtherCommercial.",mountain_huts
StandaloneRetail,0.9,"A denim wear store is a retail establishment selling clothing, fitting the StandaloneRetail category.",denim_wear_store
OtherCommercial,0.7,History museums are commercial cultural institutions not specifically categorized.,history_museum
SmallOffice,0.7,Duplication services are small office or retail services.,duplication_services
FullServiceRestaurant,0.9,American restaurant is a full-service restaurant type.,american_restaurant
OtherIndustrial,0.8,"Masonry concrete is a construction material industry, classified as OtherIndustrial.",masonry_concrete
SmallOffice,0.7,Aesthetician services are personal care services often in small office or retail spaces.,aesthetician
PrimarySchool,0.7,"Children hall suggests a facility for children, likely primary school.",children_hall
OtherCommercial,0.8,Bus tours are commercial activities not fitting other categories.,bus_tours
SmallOffice,0.75,Dietitians typically work in small office or clinical settings.,dietitian
OtherCommercial,0.7,A circus is a commercial entertainment activity not fitting other categories.,circus
Warehouse,0.75,Business storage and transportation aligns with warehouse use.,business_storage_and_transportation
LargeOffice,0.6,"A skyscraper is typically an office building with many floors, often LargeOffice.",skyscraper
StandaloneRetail,0.8,"Herb and spice shop is a retail store, fitting StandaloneRetail.",herb_and_spice_shop
OtherCommercial,0.7,"Jewelry repair services are commercial service businesses, fitting OtherCommercial.",jewelry_repair_service
FullServiceRestaurant,0.9,Baozi restaurant is a full-service restaurant.,baozi_restaurant
OtherCommercial,0.7,"Props are typically used in commercial settings such as theaters or film studios, which fall under OtherCommercial.",props
QuickServiceRestaurant,0.7,Shaved snow shop is a quick service food outlet.,shaved_snow_shop
SmallOffice,0.85,Bankruptcy law is a legal service typically conducted in small office settings.,bankruptcy_law
FullServiceRestaurant,0.9,Eastern European restaurant likely offers full-service dining.,eastern_european_restaurant
OtherCommercial,0.75,Funeral services and cemeteries are specialized commercial services.,funeral_services_and_cemeteries
FullServiceRestaurant,0.9,Caribbean restaurant is a full-service dining establishment.,caribbean_restaurant
OutPatient,0.9,Sports medicine is a medical outpatient service.,sports_medicine
SecondarySchool,0.8,Nursing school is a type of secondary or specialized school.,nursing_school
FullServiceRestaurant,0.9,Bangladeshi restaurant is a full-service restaurant.,bangladeshi_restaurant
OtherCommercial,0.7,Automotive services and repair is a commercial service.,automotive_services_and_repair
OtherCommercial,0.6,"Diving instruction is a commercial service, best mapped to OtherCommercial.",diving_instruction
SmallOffice,0.75,Custom clothing is a small-scale professional service.,custom_clothing
SmallOffice,0.8,Personal injury law offices are small professional office spaces.,personal_injury_law
QuickServiceRestaurant,0.8,A pasta shop is likely a quick service or fast casual restaurant.,pasta_shop
FullServiceRestaurant,0.9,Southern restaurant is a full service restaurant.,southern_restaurant
FullServiceRestaurant,0.9,Persian Iranian restaurant is a full-service dining establishment.,persian_iranian_restaurant
SmallOffice,0.7,Photography store and services are small retail or office.,photography_store_and_services
OtherCommercial,0.6,"Pet transportation is a commercial service, no direct DOE type, assigned OtherCommercial.",pet_transportation
OtherIndustrial,0.75,Instrumentation engineers work in industrial or technical environments.,instrumentation_engineers
OtherCommercial,0.7,Windshield installation and repair is a commercial service.,windshield_installation_and_repair
FullServiceRestaurant,0.9,Paraguayan restaurant is a full-service restaurant.,paraguayan_restaurant
OtherIndustrial,0.9,Paper mill is an industrial manufacturing facility.,paper_mill
StandaloneRetail,0.8,Motorsports stores are retail outlets.,motorsports_store
FullServiceRestaurant,0.9,Portuguese restaurant is a full-service dining establishment.,portuguese_restaurant
OtherCommercial,0.7,Food tours are commercial services without a specific DOE building type.,food_tours
StandaloneRetail,0.85,A costume store is a retail establishment.,costume_store
OtherCommercial,0.6,"Private tutor is an educational service, no direct DOE type, assigned OtherCommercial.",private_tutor
Hospital,0.9,Geriatric psychiatry is a medical specialty typically housed in hospitals.,geriatric_psychiatry
OtherIndustrial,0.8,insulation_installation is a construction-related industrial service.,insulation_installation
OtherCommercial,0.6,Auction houses are commercial spaces but do not fit other specific categories.,auction_house
FullServiceRestaurant,0.9,Dim sum restaurant is a full-service dining establishment.,dim_sum_restaurant
OtherCommercial,0.85,Contemporary art museum is a cultural facility not covered by other categories.,contemporary_art_museum
FullServiceRestaurant,0.85,Belizean restaurant is a type of full-service restaurant.,belizean_restaurant
SmallOffice,0.7,"Passport and visa services are administrative office services, fitting SmallOffice.",passport_and_visa_services
OtherCommercial,0.6,"Bicycle path is infrastructure, no building type; assigned to other commercial.",bicycle_path
OtherCommercial,0.7,Recreational vehicle dealer is a commercial retail/service facility.,recreational_vehicle_dealer
StandaloneRetail,0.85,Brewing supply store is a retail outlet.,brewing_supply_store
SmallOffice,0.7,B2B medical support services are professional services typically in small offices.,b2b_medical_support_services
OtherIndustrial,0.7,"Spring supplier is a manufacturing or industrial supplier, best matched to OtherIndustrial.",spring_supplier
SmallOffice,0.6,Party and event planning is a small office business.,party_and_event_planning
OtherCommercial,0.6,"Armed forces branch is a government/military office, mapped to OtherCommercial.",armed_forces_branch
OtherIndustrial,0.95,Mills are industrial manufacturing facilities.,mills
FullServiceRestaurant,0.8,Canteen is a food service facility similar to a restaurant.,canteen
SmallOffice,0.7,Pet insurance is a professional service likely in small office settings.,pet_insurance
Hospital,0.8,Alcohol and drug treatment centers are medical facilities.,alcohol_and_drug_treatment_centers
Warehouse,0.8,"Spices wholesaler involves storage and distribution, fitting Warehouse.",spices_wholesaler
OutPatient,0.9,"Bulk billing is a medical billing service, likely outpatient clinic.",bulk_billing
OtherCommercial,0.7,"Knitting supply stores are retail establishments, best categorized as OtherCommercial.",knitting_supply
QuickServiceRestaurant,0.8,Wrap restaurant likely fast food style.,wrap_restaurant
OtherCommercial,0.6,"Marching band is a performance group, no direct DOE type, so OtherCommercial.",marching_band
OtherCommercial,0.6,Vehicle wrap is a commercial service without a specific DOE building type.,vehicle_wrap
FullServiceRestaurant,0.9,Halal restaurant is a full service restaurant.,halal_restaurant
SmallOffice,0.75,"Weight loss centers are health-related offices or clinics, fitting SmallOffice.",weight_loss_center
OtherCommercial,0.7,Eyebrow service is a personal care commercial service.,eyebrow_service
Warehouse,0.8,Distribution services typically involve warehousing.,distribution_services
SmallOffice,0.7,Test preparation is typically conducted in small office or educational settings.,test_preparation
SmallOffice,0.7,"Home staging is a professional service, likely in a small office setting.",home_staging
OtherCommercial,0.7,Art gallery is a commercial space for exhibitions.,art_gallery
OtherCommercial,0.7,"Cremation services are specialized services, not fitting other DOE types.",cremation_services
OtherCommercial,0.6,Paddleboarding center is a recreational commercial service.,paddleboarding_center
OtherCommercial,0.6,Horseback riding service is a commercial recreational service.,horseback_riding_service
SuperMarket,0.9,A Korean grocery store is a type of supermarket selling food and related products.,korean_grocery_store
Warehouse,0.8,Pharmaceutical products wholesaler likely uses warehouse facilities.,pharmaceutical_products_wholesaler
FullServiceRestaurant,0.95,Chinese restaurant is a full-service restaurant.,chinese_restaurant
OtherIndustrial,0.8,"Snow removal service is an industrial-type service involving equipment and outdoor operations, best fitting OtherIndustrial.",snow_removal_service
OtherCommercial,0.8,"Sailing club is a recreational commercial facility, fitting OtherCommercial.",sailing_club
SingleFamilyDetached,0.8,"Cabin is a residential type, typically single-family detached.",cabin
OtherIndustrial,0.75,Lawn service is a commercial service with industrial aspects; OtherIndustrial is closest.,lawn_service
SmallOffice,0.7,Bail bonds services are typically small office-based businesses.,bail_bonds_service
OtherIndustrial,0.85,Winery involves industrial processing of wine.,winery
SmallOffice,0.9,Criminal defense law is a legal office service.,criminal_defense_law
SmallOffice,0.7,"Kids hair salon is a personal service, fitting small office.",kids_hair_salon
SmallOffice,0.8,Food and beverage consultant is a professional service likely operating in an office setting.,food_and_beverage_consultant
StandaloneRetail,0.8,Hockey equipment is sold in retail stores.,hockey_equipment
FullServiceRestaurant,0.9,Breakfast and brunch restaurant fits full-service restaurant category.,breakfast_and_brunch_restaurant
OtherCommercial,0.7,Silent disco is a commercial entertainment event.,silent_disco
OtherCommercial,0.8,Bounce house rental is a commercial service not fitting other specific categories.,bounce_house_rental
OtherIndustrial,0.8,Sheet metal work is industrial manufacturing.,sheet_metal
StandaloneRetail,0.7,"Christmas trees are sold in retail settings, often standalone stores or lots.",christmas_trees
SmallOffice,0.7,Tenant and eviction law is a legal office service.,tenant_and_eviction_law
StandaloneRetail,0.8,"Hat shop is a retail store, best matched to StandaloneRetail.",hat_shop
SmallOffice,0.7,Studio taping is a small office or studio space.,studio_taping
OtherCommercial,0.7,Religious destination is a specialized commercial or community space without a DOE match.,religious_destination
OutPatient,0.8,Home health care relates to outpatient medical services.,home_health_care
OtherIndustrial,0.7,Turnery is a manufacturing or craft industrial process.,turnery
OtherCommercial,0.6,"Body contouring is a specialized service, best categorized as OtherCommercial.",body_contouring
MediumOffice,0.6,Fraternal organizations often use medium office or community spaces.,fraternal_organization
OtherCommercial,0.6,Event planning is a commercial service.,event_planning
OtherIndustrial,0.8,Hydraulic repair service is industrial maintenance.,hydraulic_repair_service
SmallHotel,0.9,Inn is a small hotel type accommodation.,inn
OtherCommercial,0.6,Mountain bike parks are recreational facilities.,mountain_bike_parks
SmallOffice,0.8,Business management services are office-based professional services.,business_management_services
OtherCommercial,0.7,"Acupuncture is a health-related service, assigned OtherCommercial.",acupuncture
SingleFamilyDetached,0.6,Personal chefs often work in residential settings.,personal_chef
OtherCommercial,0.6,"Wine tasting classes are recreational/educational events, best categorized as OtherCommercial.",wine_tasting_classes
OtherCommercial,0.5,Structure and geography is unclear; defaulting to OtherCommercial.,structure_and_geography
OutPatient,0.95,Pediatric infectious disease services are outpatient medical care.,pediatric_infectious_disease
OtherCommercial,0.8,Altering and remodeling contractor is a commercial service.,altering_and_remodeling_contractor
OutPatient,0.85,Sleep specialist is a medical outpatient service.,sleep_specialist
OtherCommercial,0.8,"Climbing class is a recreational or instructional service, categorized as other commercial.",climbing_class
OtherCommercial,0.7,College counseling is a service that may be part of educational or office settings; OtherCommercial is a safe general category.,college_counseling
SmallOffice,0.75,"Research institutes often operate in office or lab spaces, here assigned to small office.",research_institute
OtherCommercial,0.7,Arts and entertainment covers various commercial uses not specifically categorized.,arts_and_entertainment
OtherCommercial,0.7,Donation centers are commercial or nonprofit spaces not fitting other categories.,donation_center
OtherCommercial,0.6,Electrician is a commercial service business.,electrician
SmallOffice,0.75,Internet service providers typically operate in office environments.,internet_service_provider
OtherCommercial,0.7,"Boudoir photography is a commercial service, not tied to a specific DOE building type.",boudoir_photography
StripMall,0.6,"Night market is a collection of retail vendors, similar to a strip mall.",night_market
OtherCommercial,0.7,Shades and blinds stores are commercial retail businesses.,shades_and_blinds
OtherCommercial,0.7,"CPR classes are educational but not primary or secondary schools, so OtherCommercial.",cpr_classes
FullServiceRestaurant,0.9,Steakhouse is a full-service restaurant.,steakhouse
Warehouse,0.75,"Trailer repair involves industrial or storage activities, best fitting Warehouse.",trailer_repair
SmallOffice,0.7,Trusts likely operate in small office environments.,trusts
OtherIndustrial,0.9,Quarries are industrial operations.,quarries
OtherCommercial,0.6,"Social security law is a professional service, assigned OtherCommercial.",social_security_law
SmallOffice,0.9,Life insurance companies operate in office environments.,life_insurance
OtherCommercial,0.7,"Rugby stadium is a large sports venue, no direct DOE type, so OtherCommercial.",rugby_stadium
OtherCommercial,0.7,"Home organization is a personal service, best categorized as OtherCommercial.",home_organization
OtherCommercial,0.6,Estate liquidation is a commercial service without a specific DOE category.,estate_liquidation
SmallOffice,0.8,Hearing aids services are medical-related and often office-based.,hearing_aids
FullServiceRestaurant,0.9,Taiwanese restaurants are full-service dining establishments.,taiwanese_restaurant
FullServiceRestaurant,0.9,A German restaurant is a full-service dining establishment.,german_restaurant
StandaloneRetail,0.8,Pen store is a retail outlet.,pen_store
SmallOffice,0.7,"B2B electronic equipment is a commercial office or small industrial, assigned SmallOffice.",b2b_electronic_equipment
OtherCommercial,0.5,"Mission is a religious or community facility, best matched to OtherCommercial.",mission
StandaloneRetail,0.9,Sports wear is retail merchandise typically sold in standalone retail stores.,sports_wear
OtherIndustrial,0.85,Artificial turf production or installation is industrial in nature.,artificial_turf
OtherCommercial,0.7,"Pool and hot tub services are maintenance services, best categorized as OtherCommercial.",pool_and_hot_tub_services
Warehouse,0.9,"Warehouses is plural of warehouse, fitting Warehouse.",warehouses
OtherCommercial,0.6,Trailer rentals is a commercial service.,trailer_rentals
SecondarySchool,0.8,School sports team relates to secondary school activities.,school_sports_team
SmallOffice,0.8,Travel agents usually operate in small office environments.,travel_agents
OtherIndustrial,0.9,"B2B farming involves industrial-scale agricultural operations, fitting best under OtherIndustrial.",b2b_farming
OtherIndustrial,0.85,Oil and gas activities are industrial in nature.,oil_and_gas
SmallOffice,0.85,"Corporate gift supplier is a business service, best categorized as SmallOffice.",corporate_gift_supplier
OtherIndustrial,0.6,"Bus service is a transportation industrial operation, fitting OtherIndustrial.",bus_service
OtherCommercial,0.5,"Shinto shrines are religious buildings, not in DOE types; OtherCommercial is closest.",shinto_shrines
SmallOffice,0.7,Builders are professional services likely operating from SmallOffice.,builders
FullServiceRestaurant,0.9,Irish restaurant is a full-service restaurant.,irish_restaurant
OtherCommercial,0.7,"Tanning bed services are commercial personal services, fitting OtherCommercial.",tanning_bed
FullServiceRestaurant,0.9,Hungarian restaurant is a full-service restaurant.,hungarian_restaurant
StandaloneRetail,0.8,Perfume stores are retail establishments.,perfume_store
SmallOffice,0.7,"Stress management services are professional services, fitting small office.",stress_management_services
OtherCommercial,0.6,"Boat tours are commercial services, no specific building type.",boat_tours
OtherCommercial,0.5,"Mobile dent repair is a mobile service, no fixed building type, so OtherCommercial.",mobile_dent_repair
OtherCommercial,0.7,Nursery and gardening is a commercial retail or service operation.,nursery_and_gardening
StripMall,0.7,Party supply stores are retail stores often in strip malls.,party_supply
OutPatient,0.8,Nurse practitioner provides outpatient healthcare services.,nurse_practitioner
OtherCommercial,0.7,Delegated driver service is a commercial service without a specific DOE category.,delegated_driver_service
StripMall,0.8,Rental kiosks are typically located in strip malls or shopping centers.,rental_kiosks
Warehouse,0.7,Food and beverage service distribution involves storage and distribution.,food_beverage_service_distribution
StandaloneRetail,0.9,"E-cigarette stores are retail outlets selling specialized products, fitting the StandaloneRetail category.",e_cigarette_store
OtherIndustrial,0.7,Restaurant equipment and supply is industrial/commercial supply.,restaurant_equipment_and_supply
OtherCommercial,0.6,Bathroom remodeling is a commercial service without a specific DOE building type.,bathroom_remodeling
OutPatient,0.95,Pediatrician is an outpatient medical service.,pediatrician
SmallOffice,0.85,Graphic designers typically work in small office settings.,graphic_designer
OtherCommercial,0.8,Art museum is a cultural commercial building.,art_museum
Hospital,0.95,Pediatric anesthesiology is a medical specialty typically found in hospitals.,pediatric_anesthesiology
OtherCommercial,0.7,"National park is a public/recreational facility, best categorized as other commercial.",national_park
OtherCommercial,0.7,"Trailer dealer is a commercial sales business, best categorized as OtherCommercial.",trailer_dealer
OtherCommercial,0.7,Walking tours are a commercial service but not tied to a specific building type.,walking_tours
OtherIndustrial,0.7,Plasterer is a trade/professional industrial activity.,plasterer
PrimarySchool,0.7,"Child care and day care are educational and care services for young children, similar to PrimarySchool.",child_care_and_day_care
FullServiceRestaurant,0.8,Wine bar is a type of full service restaurant.,wine_bar
OtherCommercial,0.8,"Commissioned artists typically work in commercial studio or gallery spaces, which align with OtherCommercial.",commissioned_artist
OtherCommercial,0.7,"American football field is a recreational facility, categorized as OtherCommercial.",american_football_field
OtherCommercial,0.85,"Badminton court is a recreational facility, best categorized as other commercial.",badminton_court
OtherIndustrial,0.85,Lighting fixture manufacturers are industrial production facilities.,lighting_fixture_manufacturers
OtherCommercial,0.6,"Flyboarding center is a recreational service, best mapped to other commercial.",flyboarding_center
OutPatient,0.85,Pediatric nephrology is a medical outpatient specialty.,pediatric_nephrology
QuickServiceRestaurant,0.9,Cafe is typically a quick service restaurant.,cafe
OtherIndustrial,0.8,Wind energy involves industrial scale energy production.,wind_energy
SmallOffice,0.8,Business consulting typically occurs in small office settings.,business_consulting
OtherIndustrial,0.85,Oil and gas extraction and services is industrial in nature.,b2b_oil_and_gas_extraction_and_services
OtherCommercial,0.6,Amateur sports league is a recreational commercial activity.,amateur_sports_league
Warehouse,0.7,Cleaning products suppliers likely operate warehouses or distribution centers.,cleaning_products_supplier
QuickServiceRestaurant,0.8,Box lunch supplier fits quick service restaurant category.,box_lunch_supplier
OtherCommercial,0.6,"Evangelical church is a place of worship, best categorized as OtherCommercial.",evangelical_church
StandaloneRetail,0.8,Motorcycle gear is retail merchandise.,motorcycle_gear
Warehouse,0.85,"Aggregate supplier involves storage and distribution, typical of warehouses.",aggregate_supplier
OtherCommercial,0.7,Agriculture association is an organizational office or meeting place.,agriculture_association
OtherCommercial,0.6,"Senior citizen services are social services, best categorized as OtherCommercial.",senior_citizen_services
OtherCommercial,0.65,"Pick your own farm is an agricultural retail operation, best fit is OtherCommercial.",pick_your_own_farm
OtherCommercial,0.7,An art museum is a commercial or public cultural facility not specifically covered by other DOE types.,asian_art_museum
OtherCommercial,0.6,"Archery range is a recreational facility, no direct DOE type; OtherCommercial.",archery_range
SmallOffice,0.85,"Chambers of commerce are office-based organizations, typically small to medium offices.",chambers_of_commerce
FullServiceRestaurant,0.95,Filipino restaurant is a full-service restaurant.,filipino_restaurant
SmallOffice,0.9,Lawyer offices are typically small office buildings.,lawyer
OtherIndustrial,0.9,Aircraft manufacturer is an industrial manufacturing facility.,aircraft_manufacturer
OtherCommercial,0.7,Religious organizations often use spaces not specifically categorized; OtherCommercial is the closest DOE type.,religious_organization
OtherIndustrial,0.85,Abrasives supplier is industrial supply.,abrasives_supplier
OtherCommercial,0.7,"Cricket grounds are sports facilities, best categorized as OtherCommercial.",cricket_ground
OtherCommercial,0.7,Home window tinting is a commercial home improvement service.,home_window_tinting
OutPatient,0.9,"Orthopedist is a medical specialist, outpatient facility.",orthopedist
OtherCommercial,0.7,Batting cages are recreational commercial facilities not specifically categorized.,batting_cage
SmallOffice,0.8,Gunsmith services are specialized workshops or small offices.,gunsmith
SmallOffice,0.7,Process servers are office-based legal service providers.,process_servers
SmallOffice,0.7,Recording and rehearsal studios are small office or commercial spaces.,recording_and_rehearsal_studio
OtherIndustrial,0.85,"Farm equipment repair service involves industrial repair activities, best categorized as OtherIndustrial.",farm_equipment_repair_service
FullServiceRestaurant,0.95,Canadian restaurant implies a full-service dining establishment.,canadian_restaurant
QuickServiceRestaurant,0.9,A bagel shop is a quick-service food establishment.,bagel_shop
SmallOffice,0.7,Food consultant is a professional office-based service.,food_consultant
StandaloneRetail,0.7,"Golf cart dealer is a retail dealership, best matched to standalone retail.",golf_cart_dealer
OtherIndustrial,0.9,Motorcycle manufacturing is an industrial activity.,motorcycle_manufacturer
